Case ID,Activity,Resource,Complete Timestamp,Variant index,ApplicationType,LoanGoal,label,Action,EventOrigin,FirstWithdrawalAmount,NumberOfTerms,OfferedAmount,duration,event_nr
1286165737,A_Concept,User_1,27-10-16 13:08,13,New credit,Car,FALSE,statechange,Application,,75,7500,9.93E-06,3
1286165737,A_Accepted,other,06-11-16 0:47,13,New credit,Car,FALSE,statechange,Application,,75,7500,0.138504662,4
1286165737,O_Create_Offer,other,06-11-16 0:57,13,New credit,Car,FALSE,Created,Offer,,75,7500,0.000116686,5
1286165737,O_Created,other,06-11-16 0:57,13,New credit,Car,FALSE,statechange,Offer,,75,7500,1.01E-07,6
1286165737,O_Sent_(mail_and_online),other,06-11-16 0:59,13,New credit,Car,FALSE,statechange,Offer,,75,7500,2.83E-05,7
1286165737,A_Complete,other,06-11-16 0:59,13,New credit,Car,FALSE,statechange,Application,,75,7500,3.86E-10,8
1286165737,A_Validating,other,18-11-16 21:19,13,New credit,Car,FALSE,statechange,Application,,75,7500,0.214114426,9
1286165737,O_Returned,other,18-11-16 21:21,13,New credit,Car,FALSE,statechange,Offer,,75,7500,2.58E-05,10
1286165737,O_Accepted,other,23-11-16 23:50,13,New credit,Car,FALSE,statechange,Offer,,75,7500,0.085060193,11
1286165737,A_Pending,other,23-11-16 23:50,13,New credit,Car,FALSE,statechange,Application,,75,7500,5.79E-10,12
1286165737,W_Validate_application,other,23-11-16 23:50,13,New credit,Car,FALSE,Deleted,Workflow,,75,7500,5.79E-10,13
1286997267,A_Create_Application,other,16-11-16 1:36,7,New credit,Home improvement,FALSE,Created,Application,408,85,36700,0,1
1286997267,A_Concept,other,16-11-16 1:36,7,New credit,Home improvement,FALSE,statechange,Application,408,85,36700,3.47E-09,2
1286997267,A_Accepted,other,16-11-16 1:38,7,New credit,Home improvement,FALSE,statechange,Application,408,85,36700,1.95E-05,3
1286997267,O_Create_Offer,other,16-11-16 1:42,7,New credit,Home improvement,FALSE,Created,Offer,408,85,36700,4.88E-05,4
1286997267,O_Created,other,16-11-16 1:42,7,New credit,Home improvement,FALSE,statechange,Offer,408,85,36700,1.26E-07,5
1286997267,O_Sent_(mail_and_online),other,16-11-16 1:42,7,New credit,Home improvement,FALSE,statechange,Offer,408,85,36700,1.51E-06,6
1286997267,W_Complete_application,other,16-11-16 1:42,7,New credit,Home improvement,FALSE,Deleted,Workflow,408,85,36700,2.12E-09,7
1286997267,A_Complete,other,16-11-16 1:42,7,New credit,Home improvement,FALSE,statechange,Application,408,85,36700,3.86E-10,8
1286997267,A_Validating,other,21-11-16 23:48,7,New credit,Home improvement,FALSE,statechange,Application,408,85,36700,0.09867361,9
1286997267,O_Returned,other,21-11-16 23:49,7,New credit,Home improvement,FALSE,statechange,Offer,408,85,36700,1.84E-05,10
1286997267,O_Accepted,other,24-11-16 20:12,7,New credit,Home improvement,FALSE,statechange,Offer,408,85,36700,0.04748163,11
1286997267,A_Pending,other,24-11-16 20:12,7,New credit,Home improvement,FALSE,statechange,Application,408,85,36700,5.79E-10,12
1286997267,W_Validate_application,other,24-11-16 20:12,7,New credit,Home improvement,FALSE,Deleted,Workflow,408,85,36700,3.86E-10,13
1289751033,A_Create_Application,other,09-11-16 0:20,6,New credit,Car,FALSE,Created,Application,,57,10000,0,1
1289751033,A_Concept,other,09-11-16 0:20,6,New credit,Car,FALSE,statechange,Application,,57,10000,2.51E-09,2
1289751033,A_Accepted,other,09-11-16 0:25,6,New credit,Car,FALSE,statechange,Application,,57,10000,5.42E-05,3
1289751033,O_Create_Offer,other,09-11-16 0:26,6,New credit,Car,FALSE,Created,Offer,,57,10000,1.50E-05,4
1289751033,O_Created,other,09-11-16 0:26,6,New credit,Car,FALSE,statechange,Offer,,57,10000,1.31E-07,5
1289751033,O_Sent_(mail_and_online),other,09-11-16 0:27,6,New credit,Car,FALSE,statechange,Offer,,57,10000,7.98E-06,6
1289751033,W_Complete_application,other,09-11-16 0:27,6,New credit,Car,FALSE,Deleted,Workflow,,57,10000,3.09E-09,7
1289751033,A_Complete,other,09-11-16 0:27,6,New credit,Car,FALSE,statechange,Application,,57,10000,3.86E-10,8
1289751033,A_Validating,User_27,16-11-16 21:39,6,New credit,Car,FALSE,statechange,Application,,57,10000,1.73E-07,9
1289751033,O_Returned,User_27,16-11-16 21:40,6,New credit,Car,FALSE,statechange,Offer,,57,10000,2.73E-06,10
1289751033,A_Denied,other,21-11-16 21:20,6,New credit,Car,FALSE,statechange,Application,,57,10000,0.083101949,11
1289751033,O_Refused,other,21-11-16 21:20,6,New credit,Car,FALSE,statechange,Offer,,57,10000,4.05E-09,12
1291971664,A_Create_Application,User_1,26-10-16 1:44,2,New credit,Home improvement,FALSE,Created,Application,,126,55000,0,1
1291971664,A_Submitted,User_1,26-10-16 1:44,2,New credit,Home improvement,FALSE,statechange,Application,,126,55000,1.53E-07,2
1291971664,A_Concept,User_1,26-10-16 1:45,2,New credit,Home improvement,FALSE,statechange,Application,,126,55000,1.32E-05,3
1291971664,A_Accepted,User_5,26-10-16 22:47,2,New credit,Home improvement,FALSE,statechange,Application,,126,55000,0.014604613,4
1291971664,O_Create_Offer,User_5,26-10-16 22:59,2,New credit,Home improvement,FALSE,Created,Offer,,126,55000,0.000131851,5
1291971664,O_Created,User_5,26-10-16 22:59,2,New credit,Home improvement,FALSE,statechange,Offer,,126,55000,1.20E-07,6
1291971664,O_Sent_(mail_and_online),User_5,26-10-16 22:59,2,New credit,Home improvement,FALSE,statechange,Offer,,126,55000,1.70E-06,7
1291971664,W_Complete_application,User_5,26-10-16 22:59,2,New credit,Home improvement,FALSE,Deleted,Workflow,,126,55000,2.31E-09,8
1291971664,A_Complete,User_5,26-10-16 22:59,2,New credit,Home improvement,FALSE,statechange,Application,,126,55000,1.93E-10,9
1291971664,A_Cancelled,other,11-11-16 3:07,2,New credit,Home improvement,FALSE,statechange,Application,,126,55000,0.252871576,10
1291971664,O_Cancelled,other,11-11-16 3:07,2,New credit,Home improvement,FALSE,statechange,Offer,,126,55000,3.67E-09,11
1292203372,A_Create_Application,User_1,30-11-16 20:28,1,New credit,other,FALSE,Created,Application,45000,120,45000,0,1
1292203372,A_Submitted,User_1,30-11-16 20:28,1,New credit,other,FALSE,statechange,Application,45000,120,45000,2.24E-07,2
1292203372,A_Concept,User_1,30-11-16 20:29,1,New credit,other,FALSE,statechange,Application,45000,120,45000,1.66E-05,3
1292203372,A_Accepted,User_3,30-11-16 23:56,1,New credit,other,FALSE,statechange,Application,45000,120,45000,0.002395749,4
1292203372,O_Create_Offer,User_3,30-11-16 23:58,1,New credit,other,FALSE,Created,Offer,45000,120,45000,1.71E-05,5
1292203372,O_Created,User_3,30-11-16 23:58,1,New credit,other,FALSE,statechange,Offer,45000,120,45000,1.05E-07,6
1292203372,O_Sent_(mail_and_online),User_3,30-11-16 23:58,1,New credit,other,FALSE,statechange,Offer,45000,120,45000,2.12E-06,7
1292203372,A_Complete,User_3,30-11-16 23:58,1,New credit,other,FALSE,statechange,Application,45000,120,45000,3.86E-10,8
1292203372,A_Cancelled,other,13-12-16 4:45,1,New credit,other,FALSE,statechange,Application,45000,120,45000,0.203324345,9
1292203372,O_Cancelled,other,13-12-16 4:45,1,New credit,other,FALSE,statechange,Offer,45000,120,45000,3.86E-09,10
1297722987,A_Create_Application,User_1,07-10-16 3:13,11,New credit,Existing loan takeover,TRUE,Created,Application,,120,55000,0,1
1297722987,A_Submitted,User_1,07-10-16 3:13,11,New credit,Existing loan takeover,TRUE,statechange,Application,,120,55000,1.57E-07,2
1297722987,W_Handle_leads,other,07-10-16 19:20,11,New credit,Existing loan takeover,TRUE,Deleted,Workflow,,120,55000,0.01118807,3
1297722987,A_Concept,other,07-10-16 19:20,11,New credit,Existing loan takeover,TRUE,statechange,Application,,120,55000,1.93E-09,4
1297722987,A_Accepted,other,13-10-16 18:55,11,New credit,Existing loan takeover,TRUE,statechange,Application,,120,55000,0.099718687,5
1297722987,O_Create_Offer,other,13-10-16 18:56,11,New credit,Existing loan takeover,TRUE,Created,Offer,,120,55000,6.20E-06,6
1297722987,O_Created,other,13-10-16 18:56,11,New credit,Existing loan takeover,TRUE,statechange,Offer,,120,55000,1.18E-07,7
1297722987,O_Sent_(mail_and_online),other,13-10-16 18:56,11,New credit,Existing loan takeover,TRUE,statechange,Offer,,120,55000,1.80E-06,8
1297722987,W_Complete_application,other,13-10-16 18:56,11,New credit,Existing loan takeover,TRUE,Deleted,Workflow,,120,55000,3.28E-09,9
1297722987,A_Complete,other,13-10-16 18:56,11,New credit,Existing loan takeover,TRUE,statechange,Application,,120,55000,1.93E-10,10
1297722987,A_Validating,User_27,26-10-16 18:08,11,New credit,Existing loan takeover,TRUE,statechange,Application,,120,55000,1.60E-07,11
1297722987,O_Returned,User_27,26-10-16 18:09,11,New credit,Existing loan takeover,TRUE,statechange,Offer,,120,55000,4.22E-06,12
1297722987,A_Denied,other,28-10-16 17:33,11,New credit,Existing loan takeover,TRUE,statechange,Application,,120,55000,0.032921801,13
1297722987,O_Refused,other,28-10-16 17:33,11,New credit,Existing loan takeover,TRUE,statechange,Offer,,120,55000,5.59E-09,14
1299856399,A_Create_Application,User_1,19-10-16 19:45,17,New credit,Home improvement,FALSE,Created,Application,20000,127,20000,0,1
1299856399,A_Submitted,User_1,19-10-16 19:45,17,New credit,Home improvement,FALSE,statechange,Application,20000,127,20000,1.48E-07,2
1299856399,A_Concept,User_1,19-10-16 19:46,17,New credit,Home improvement,FALSE,statechange,Application,20000,127,20000,1.10E-05,3
1299856399,A_Accepted,other,21-10-16 3:56,17,New credit,Home improvement,FALSE,statechange,Application,20000,127,20000,0.022333924,4
1299856399,O_Create_Offer,other,21-10-16 4:02,17,New credit,Home improvement,FALSE,Created,Offer,20000,127,20000,7.34E-05,5
1299856399,O_Created,other,21-10-16 4:02,17,New credit,Home improvement,FALSE,statechange,Offer,20000,127,20000,1.21E-07,6
1299856399,O_Create_Offer,other,21-10-16 4:02,17,New credit,Home improvement,FALSE,Created,Offer,20000,120,20000,3.18E-06,7
1299856399,O_Created,other,21-10-16 4:02,17,New credit,Home improvement,FALSE,statechange,Offer,20000,120,20000,1.07E-07,8
1299856399,O_Sent_(mail_and_online),other,21-10-16 4:06,17,New credit,Home improvement,FALSE,statechange,Offer,20000,120,20000,4.32E-05,9
1299856399,O_Sent_(mail_and_online),other,21-10-16 4:06,17,New credit,Home improvement,FALSE,statechange,Offer,20000,120,20000,3.86E-10,10
1299856399,W_Complete_application,other,21-10-16 4:06,17,New credit,Home improvement,FALSE,Deleted,Workflow,20000,120,20000,2.12E-09,11
1299856399,A_Complete,other,21-10-16 4:06,17,New credit,Home improvement,FALSE,statechange,Application,20000,120,20000,5.79E-10,12
1299856399,A_Validating,other,04-11-16 19:12,17,New credit,Home improvement,FALSE,statechange,Application,20000,120,20000,1.92E-07,13
1299856399,O_Returned,other,04-11-16 19:15,17,New credit,Home improvement,FALSE,statechange,Offer,20000,120,20000,2.51E-05,14
1299856399,O_Accepted,other,09-11-16 20:42,17,New credit,Home improvement,FALSE,statechange,Offer,20000,120,20000,0.084348877,15
1299856399,A_Pending,other,09-11-16 20:42,17,New credit,Home improvement,FALSE,statechange,Application,20000,120,20000,5.79E-10,16
1299856399,O_Cancelled,other,09-11-16 20:42,17,New credit,Home improvement,FALSE,statechange,Offer,20000,120,20000,7.52E-09,17
1300773256,A_Create_Application,other,18-11-16 3:45,15,Limit raise,Existing loan takeover,FALSE,Created,Application,,126,30000,0,1
1300773256,A_Concept,other,18-11-16 3:45,15,Limit raise,Existing loan takeover,FALSE,statechange,Application,,126,30000,3.86E-10,2
1300773256,A_Accepted,other,18-11-16 3:51,15,Limit raise,Existing loan takeover,FALSE,statechange,Application,,126,30000,7.35E-05,3
1300773256,O_Create_Offer,other,18-11-16 3:51,15,Limit raise,Existing loan takeover,FALSE,Created,Offer,,126,30000,3.72E-06,4
1300773256,O_Created,other,18-11-16 3:51,15,Limit raise,Existing loan takeover,FALSE,statechange,Offer,,126,30000,1.02E-07,5
1300773256,O_Sent_(mail_and_online),other,18-11-16 3:52,15,Limit raise,Existing loan takeover,FALSE,statechange,Offer,,126,30000,1.92E-06,6
1300773256,W_Complete_application,other,18-11-16 3:52,15,Limit raise,Existing loan takeover,FALSE,Deleted,Workflow,,126,30000,2.12E-09,7
1300773256,A_Complete,other,18-11-16 3:52,15,Limit raise,Existing loan takeover,FALSE,statechange,Application,,126,30000,3.86E-10,8
1300773256,O_Create_Offer,other,23-11-16 5:53,15,Limit raise,Existing loan takeover,FALSE,Created,Offer,,126,28500,0.084742387,9
1300773256,O_Created,other,23-11-16 5:53,15,Limit raise,Existing loan takeover,FALSE,statechange,Offer,,126,28500,1.09E-07,10
1300773256,O_Sent_(mail_and_online),other,23-11-16 5:54,15,Limit raise,Existing loan takeover,FALSE,statechange,Offer,,126,28500,2.06E-06,11
1300773256,A_Validating,other,07-12-16 22:37,15,Limit raise,Existing loan takeover,FALSE,statechange,Application,,126,28500,1.42E-07,12
1300773256,O_Returned,other,07-12-16 22:37,15,Limit raise,Existing loan takeover,FALSE,statechange,Offer,,126,28500,1.27E-06,13
1300773256,O_Accepted,other,08-12-16 20:46,15,Limit raise,Existing loan takeover,FALSE,statechange,Offer,,126,28500,0.015380815,14
1300773256,A_Pending,other,08-12-16 20:46,15,Limit raise,Existing loan takeover,FALSE,statechange,Application,,126,28500,3.86E-10,15
1300773256,O_Cancelled,other,08-12-16 20:46,15,Limit raise,Existing loan takeover,FALSE,statechange,Offer,,126,28500,1.93E-09,16
1300909718,A_Create_Application,User_1,10-11-16 5:22,4,New credit,Car,FALSE,Created,Application,5000,58,5000,0,1
1300909718,A_Submitted,User_1,10-11-16 5:22,4,New credit,Car,FALSE,statechange,Application,5000,58,5000,2.05E-07,2
1300909718,A_Concept,User_1,10-11-16 5:23,4,New credit,Car,FALSE,statechange,Application,5000,58,5000,1.51E-05,3
1300909718,A_Accepted,other,12-11-16 0:46,4,New credit,Car,FALSE,statechange,Application,5000,58,5000,0.013831946,4
1300909718,O_Create_Offer,other,12-11-16 0:52,4,New credit,Car,FALSE,Created,Offer,5000,58,5000,6.39E-05,5
1300909718,O_Created,other,12-11-16 0:52,4,New credit,Car,FALSE,statechange,Offer,5000,58,5000,1.37E-07,6
1300909718,O_Sent_(mail_and_online),other,12-11-16 0:52,4,New credit,Car,FALSE,statechange,Offer,5000,58,5000,2.77E-06,7
1300909718,A_Complete,other,12-11-16 0:52,4,New credit,Car,FALSE,statechange,Application,5000,58,5000,5.79E-10,8
1300909718,A_Validating,other,16-11-16 19:06,4,New credit,Car,FALSE,statechange,Application,5000,58,5000,1.92E-07,9
1300909718,O_Returned,other,16-11-16 19:08,4,New credit,Car,FALSE,statechange,Offer,5000,58,5000,2.17E-05,10
1300909718,A_Denied,other,19-11-16 0:27,4,New credit,Car,FALSE,statechange,Application,5000,58,5000,0.037029828,11
1300909718,O_Refused,other,19-11-16 0:27,4,New credit,Car,FALSE,statechange,Offer,5000,58,5000,4.82E-09,12
1304842887,A_Create_Application,User_1,21-10-16 20:33,19,New credit,Home improvement,FALSE,Created,Application,20000,72,20000,0,1
1304842887,A_Submitted,User_1,21-10-16 20:33,19,New credit,Home improvement,FALSE,statechange,Application,20000,72,20000,1.44E-07,2
1304842887,A_Concept,User_1,21-10-16 20:34,19,New credit,Home improvement,FALSE,statechange,Application,20000,72,20000,8.67E-06,3
1304842887,A_Accepted,other,24-10-16 21:44,19,New credit,Home improvement,FALSE,statechange,Application,20000,72,20000,0.050809902,4
1304842887,O_Create_Offer,other,24-10-16 21:46,19,New credit,Home improvement,FALSE,Created,Offer,20000,72,20000,2.26E-05,5
1304842887,O_Created,other,24-10-16 21:46,19,New credit,Home improvement,FALSE,statechange,Offer,20000,72,20000,1.08E-07,6
1304842887,O_Create_Offer,other,24-10-16 21:47,19,New credit,Home improvement,FALSE,Created,Offer,,73,20000,1.87E-05,7
1304842887,O_Created,other,24-10-16 21:47,19,New credit,Home improvement,FALSE,statechange,Offer,,73,20000,1.10E-07,8
1304842887,O_Sent_(mail_and_online),other,24-10-16 21:49,19,New credit,Home improvement,FALSE,statechange,Offer,,73,20000,1.62E-05,9
1304842887,O_Sent_(mail_and_online),other,24-10-16 21:49,19,New credit,Home improvement,FALSE,statechange,Offer,,73,20000,1.93E-10,10
1304842887,W_Complete_application,other,24-10-16 21:49,19,New credit,Home improvement,FALSE,Deleted,Workflow,,73,20000,2.51E-09,11
1304842887,A_Complete,other,24-10-16 21:49,19,New credit,Home improvement,FALSE,statechange,Application,,73,20000,1.93E-10,12
1304842887,A_Cancelled,other,08-11-16 3:48,19,New credit,Home improvement,FALSE,statechange,Application,,73,20000,0.237495732,13
1304842887,O_Cancelled,other,08-11-16 3:48,19,New credit,Home improvement,FALSE,statechange,Offer,,73,20000,5.02E-09,14
1304842887,O_Cancelled,other,08-11-16 3:48,19,New credit,Home improvement,FALSE,statechange,Offer,,73,20000,2.51E-09,15
1305064148,A_Create_Application,User_1,13-10-16 2:20,1,New credit,Car,FALSE,Created,Application,6000,58,6000,0,1
1305064148,A_Submitted,User_1,13-10-16 2:20,1,New credit,Car,FALSE,statechange,Application,6000,58,6000,1.42E-07,2
1305064148,A_Concept,User_1,13-10-16 2:21,1,New credit,Car,FALSE,statechange,Application,6000,58,6000,7.47E-06,3
1305064148,A_Accepted,other,13-10-16 2:50,1,New credit,Car,FALSE,statechange,Application,6000,58,6000,0.000336503,4
1305064148,O_Create_Offer,other,13-10-16 2:54,1,New credit,Car,FALSE,Created,Offer,6000,58,6000,4.75E-05,5
1305064148,O_Created,other,13-10-16 2:54,1,New credit,Car,FALSE,statechange,Offer,6000,58,6000,1.17E-07,6
1305064148,O_Sent_(mail_and_online),other,13-10-16 2:56,1,New credit,Car,FALSE,statechange,Offer,6000,58,6000,2.09E-05,7
1305064148,A_Complete,other,13-10-16 2:56,1,New credit,Car,FALSE,statechange,Application,6000,58,6000,3.86E-10,8
1305064148,A_Cancelled,other,13-10-16 17:08,1,New credit,Car,FALSE,statechange,Application,6000,58,6000,0.009855823,9
1305064148,O_Cancelled,other,13-10-16 17:08,1,New credit,Car,FALSE,statechange,Offer,6000,58,6000,4.82E-09,10
1309271875,A_Create_Application,User_1,04-11-16 1:25,4,New credit,Car,FALSE,Created,Application,7500,36,7500,0,1
1309271875,A_Submitted,User_1,04-11-16 1:25,4,New credit,Car,FALSE,statechange,Application,7500,36,7500,2.10E-07,2
1309271875,A_Concept,User_1,04-11-16 1:26,4,New credit,Car,FALSE,statechange,Application,7500,36,7500,1.53E-05,3
1309271875,A_Accepted,other,05-11-16 1:40,4,New credit,Car,FALSE,statechange,Application,7500,36,7500,0.016830669,4
1309271875,O_Create_Offer,other,05-11-16 1:41,4,New credit,Car,FALSE,Created,Offer,7500,36,7500,1.20E-05,5
1309271875,O_Created,other,05-11-16 1:41,4,New credit,Car,FALSE,statechange,Offer,7500,36,7500,1.01E-07,6
1309271875,O_Sent_(mail_and_online),other,05-11-16 1:41,4,New credit,Car,FALSE,statechange,Offer,7500,36,7500,1.64E-06,7
1309271875,A_Complete,other,05-11-16 1:41,4,New credit,Car,FALSE,statechange,Application,7500,36,7500,3.86E-10,8
1309271875,A_Validating,other,14-11-16 20:33,4,New credit,Car,FALSE,statechange,Application,7500,36,7500,1.37E-07,9
1309271875,O_Returned,other,14-11-16 20:33,4,New credit,Car,FALSE,statechange,Offer,7500,36,7500,9.25E-07,10
1309271875,A_Denied,other,14-11-16 23:05,4,New credit,Car,FALSE,statechange,Application,7500,36,7500,0.001755516,11
1309271875,O_Refused,other,14-11-16 23:05,4,New credit,Car,FALSE,statechange,Offer,7500,36,7500,9.45E-09,12
131097851,A_Create_Application,User_1,29-10-16 6:49,14,New credit,Car,FALSE,Created,Application,21000,48,21000,0,1
131097851,A_Submitted,User_1,29-10-16 6:49,14,New credit,Car,FALSE,statechange,Application,21000,48,21000,2.39E-07,2
131097851,W_Handle_leads,other,29-10-16 18:35,14,New credit,Car,FALSE,Deleted,Workflow,21000,48,21000,0.008171605,3
131097851,A_Concept,other,29-10-16 18:35,14,New credit,Car,FALSE,statechange,Application,21000,48,21000,2.70E-09,4
131097851,A_Accepted,other,29-10-16 20:40,14,New credit,Car,FALSE,statechange,Application,21000,48,21000,0.001454379,5
131097851,O_Create_Offer,other,29-10-16 20:42,14,New credit,Car,FALSE,Created,Offer,21000,48,21000,2.49E-05,6
131097851,O_Created,other,29-10-16 20:42,14,New credit,Car,FALSE,statechange,Offer,21000,48,21000,1.10E-07,7
131097851,O_Sent_(mail_and_online),other,29-10-16 20:43,14,New credit,Car,FALSE,statechange,Offer,21000,48,21000,1.97E-06,8
131097851,W_Complete_application,other,29-10-16 20:43,14,New credit,Car,FALSE,Deleted,Workflow,21000,48,21000,3.67E-09,9
131097851,A_Complete,other,29-10-16 20:43,14,New credit,Car,FALSE,statechange,Application,21000,48,21000,3.86E-10,10
131097851,A_Cancelled,User_3,15-11-16 1:24,14,New credit,Car,FALSE,statechange,Application,21000,48,21000,0.269919074,11
131097851,O_Cancelled,User_3,15-11-16 1:24,14,New credit,Car,FALSE,statechange,Offer,21000,48,21000,4.05E-09,12
1312537655,A_Create_Application,User_1,13-11-16 4:48,17,New credit,Existing loan takeover,FALSE,Created,Application,,120,25500,0,1
1312537655,A_Submitted,User_1,13-11-16 4:48,17,New credit,Existing loan takeover,FALSE,statechange,Application,,120,25500,2.09E-07,2
1312537655,A_Concept,User_1,13-11-16 4:49,17,New credit,Existing loan takeover,FALSE,statechange,Application,,120,25500,1.18E-05,3
1312537655,A_Accepted,other,15-11-16 18:30,17,New credit,Existing loan takeover,FALSE,statechange,Application,,120,25500,0.042831341,4
1312537655,O_Create_Offer,other,15-11-16 18:33,17,New credit,Existing loan takeover,FALSE,Created,Offer,,120,25500,3.83E-05,5
1312537655,O_Created,other,15-11-16 18:33,17,New credit,Existing loan takeover,FALSE,statechange,Offer,,120,25500,1.29E-07,6
1312537655,O_Create_Offer,other,15-11-16 18:33,17,New credit,Existing loan takeover,FALSE,Created,Offer,,126,25500,5.33E-06,7
1312537655,O_Created,other,15-11-16 18:33,17,New credit,Existing loan takeover,FALSE,statechange,Offer,,126,25500,1.33E-07,8
1312537655,O_Sent_(mail_and_online),other,15-11-16 18:35,17,New credit,Existing loan takeover,FALSE,statechange,Offer,,126,25500,1.73E-05,9
1312537655,O_Sent_(mail_and_online),other,15-11-16 18:35,17,New credit,Existing loan takeover,FALSE,statechange,Offer,,126,25500,3.86E-10,10
1312537655,W_Complete_application,other,15-11-16 18:35,17,New credit,Existing loan takeover,FALSE,Deleted,Workflow,,126,25500,2.31E-09,11
1312537655,A_Complete,other,15-11-16 18:35,17,New credit,Existing loan takeover,FALSE,statechange,Application,,126,25500,1.93E-10,12
1312537655,A_Validating,other,23-11-16 21:15,17,New credit,Existing loan takeover,FALSE,statechange,Application,,126,25500,1.41E-07,13
1312537655,O_Returned,other,23-11-16 21:15,17,New credit,Existing loan takeover,FALSE,statechange,Offer,,126,25500,4.44E-07,14
1312537655,O_Accepted,other,26-11-16 1:19,17,New credit,Existing loan takeover,FALSE,statechange,Offer,,126,25500,0.036158265,15
1312537655,A_Pending,other,26-11-16 1:19,17,New credit,Existing loan takeover,FALSE,statechange,Application,,126,25500,5.79E-10,16
1312537655,O_Cancelled,other,26-11-16 1:19,17,New credit,Existing loan takeover,FALSE,statechange,Offer,,126,25500,2.12E-09,17
1312933469,A_Create_Application,User_1,31-10-16 21:15,14,New credit,Car,FALSE,Created,Application,6000,36,6000,0,1
1312933469,A_Submitted,User_1,31-10-16 21:15,14,New credit,Car,FALSE,statechange,Application,6000,36,6000,2.17E-07,2
1312933469,W_Handle_leads,other,31-10-16 21:17,14,New credit,Car,FALSE,Deleted,Workflow,6000,36,6000,1.72E-05,3
1312933469,A_Concept,other,31-10-16 21:17,14,New credit,Car,FALSE,statechange,Application,6000,36,6000,1.93E-09,4
1312933469,A_Accepted,other,01-11-16 18:30,14,New credit,Car,FALSE,statechange,Application,6000,36,6000,0.01473571,5
1312933469,O_Create_Offer,other,01-11-16 18:38,14,New credit,Car,FALSE,Created,Offer,6000,36,6000,9.06E-05,6
1312933469,O_Created,other,01-11-16 18:38,14,New credit,Car,FALSE,statechange,Offer,6000,36,6000,1.31E-07,7
1312933469,O_Sent_(mail_and_online),other,01-11-16 18:38,14,New credit,Car,FALSE,statechange,Offer,6000,36,6000,1.44E-06,8
1312933469,W_Complete_application,other,01-11-16 18:38,14,New credit,Car,FALSE,Deleted,Workflow,6000,36,6000,2.12E-09,9
1312933469,A_Complete,other,01-11-16 18:38,14,New credit,Car,FALSE,statechange,Application,6000,36,6000,3.86E-10,10
1312933469,A_Cancelled,other,04-11-16 20:31,14,New credit,Car,FALSE,statechange,Application,6000,36,6000,0.051305406,11
1312933469,O_Cancelled,other,04-11-16 20:31,14,New credit,Car,FALSE,statechange,Offer,6000,36,6000,5.02E-09,12
1317536471,A_Create_Application,User_1,09-10-16 7:38,4,New credit,Car,TRUE,Created,Application,5000,11,5000,0,1
1317536471,A_Submitted,User_1,09-10-16 7:38,4,New credit,Car,TRUE,statechange,Application,5000,11,5000,1.53E-07,2
1317536471,A_Concept,User_1,09-10-16 7:39,4,New credit,Car,TRUE,statechange,Application,5000,11,5000,6.81E-06,3
1317536471,A_Accepted,other,11-10-16 4:47,4,New credit,Car,TRUE,statechange,Application,5000,11,5000,0.001854847,4
1317536471,O_Create_Offer,other,11-10-16 4:48,4,New credit,Car,TRUE,Created,Offer,5000,11,5000,7.99E-06,5
1317536471,O_Created,other,11-10-16 4:48,4,New credit,Car,TRUE,statechange,Offer,5000,11,5000,9.84E-08,6
1317536471,O_Sent_(mail_and_online),other,11-10-16 4:48,4,New credit,Car,TRUE,statechange,Offer,5000,11,5000,1.17E-06,7
1317536471,A_Complete,other,11-10-16 4:48,4,New credit,Car,TRUE,statechange,Application,5000,11,5000,1.93E-10,8
1317536471,A_Validating,User_123,14-10-16 21:59,4,New credit,Car,TRUE,statechange,Application,5000,11,5000,1.21E-07,9
1317536471,O_Returned,User_123,14-10-16 21:59,4,New credit,Car,TRUE,statechange,Offer,5000,11,5000,1.43E-06,10
1317536471,A_Denied,other,17-10-16 22:27,4,New credit,Car,TRUE,statechange,Application,5000,11,5000,0.05032811,11
1317536471,O_Refused,other,17-10-16 22:27,4,New credit,Car,TRUE,statechange,Offer,5000,11,5000,5.21E-09,12
1323041202,A_Create_Application,other,12-11-16 1:34,6,Limit raise,Unknown,TRUE,Created,Application,,81,13500,0,1
1323041202,A_Concept,other,12-11-16 1:34,6,Limit raise,Unknown,TRUE,statechange,Application,,81,13500,3.86E-10,2
1323041202,A_Accepted,other,12-11-16 1:41,6,Limit raise,Unknown,TRUE,statechange,Application,,81,13500,8.47E-05,3
1323041202,O_Create_Offer,other,12-11-16 2:11,6,Limit raise,Unknown,TRUE,Created,Offer,,81,13500,0.000350438,4
1323041202,O_Created,other,12-11-16 2:11,6,Limit raise,Unknown,TRUE,statechange,Offer,,81,13500,1.08E-07,5
1323041202,O_Sent_(mail_and_online),other,12-11-16 2:16,6,Limit raise,Unknown,TRUE,statechange,Offer,,81,13500,4.93E-05,6
1323041202,W_Complete_application,other,12-11-16 2:16,6,Limit raise,Unknown,TRUE,Deleted,Workflow,,81,13500,2.89E-09,7
1323041202,A_Complete,other,12-11-16 2:16,6,Limit raise,Unknown,TRUE,statechange,Application,,81,13500,1.93E-10,8
1323041202,A_Validating,other,21-11-16 22:03,6,Limit raise,Unknown,TRUE,statechange,Application,,81,13500,1.64E-07,9
1323041202,O_Returned,other,21-11-16 22:03,6,Limit raise,Unknown,TRUE,statechange,Offer,,81,13500,5.96E-06,10
